left,right,add,sub
1183.52,1796.63,2980.15,-613.11
1187.55,1799.05,2986.6,-611.5
1187.55,1797.44,2984.99,-609.89
1198.83,1782.93,2981.76,-584.1
1198.02,1776.49,2974.51,-578.47
1185.94,1782.93,2968.87,-596.99
1221.39,1773.27,2994.66,-551.88
1236.69,1766.82,3003.51,-530.13
1236.69,1745.87,2982.56,-509.18
1251.2,1749.1,3000.3,-497.9
1251.2,1739.43,2990.63,-488.23
1236.69,1737.82,2974.51,-501.13
1252,1738.62,2990.62,-486.62
1274.56,1721.7,2996.26,-447.14
1276.17,1724.93,3001.1,-448.76
1276.17,1713.65,2989.82,-437.48
1289.06,1700.76,2989.82,-411.7
1293.9,1697.53,2991.43,-403.63
1286.65,1691.09,2977.74,-404.44
1301.95,1677.39,2979.34,-375.44
1301.95,1700.76,3002.71,-398.81
1311.62,1670.14,2981.76,-358.52
1268.12,1649.19,2917.31,-381.07
1300.34,1647.58,2947.92,-347.24
1303.56,1640.33,2943.89,-336.77
1310.01,1668.53,2978.54,-358.52
1300.34,1632.28,2932.62,-331.94
1326.93,1639.53,2966.46,-312.6
1327.73,1635.5,2963.23,-307.77
1323.71,1625.83,2949.54,-302.12
1341.43,1610.52,2951.95,-269.09
1338.21,1613.75,2951.96,-275.54
1345.46,1612.13,2957.59,-266.67
1339.01,1605.69,2944.7,-266.68
1343.04,1615.36,2958.4,-272.32
1351.9,1612.13,2964.03,-260.23
1329.35,1606.49,2935.84,-277.14
1353.52,1609.72,2963.24,-256.2
1351.1,1610.52,2961.62,-259.42
1366.41,1589.58,2955.99,-223.17
1363.18,1599.24,2962.42,-236.06
1363.99,1581.52,2945.51,-217.53
1354.32,1600.85,2955.17,-246.53
1355.13,1584.74,2939.87,-229.61
1363.18,1581.52,2944.7,-218.34
1371.24,1561.38,2932.62,-190.14
1380.1,1533.18,2913.28,-153.08
1523.51,1465.5,2989.01,58.01
1758.76,1326.12,3084.88,432.64
1857.06,1156.13,3013.19,700.93
1887.67,1018.36,2906.03,869.31
1916.67,949.07,2865.74,967.6
1912.65,928.12,2840.77,984.53
1893.31,907.18,2800.49,986.13
1874.78,915.23,2790.01,959.55
1861.89,923.29,2785.18,938.6
1848.19,934.57,2782.76,913.62
1832.89,931.35,2764.24,901.54
1806.3,945.85,2752.15,860.45
1802.27,966.8,2769.07,835.47
1797.44,964.38,2761.82,833.06
1781.32,974.85,2756.17,806.47
1771.66,992.58,2764.24,779.08
1754.74,994.19,2748.93,760.55
1769.24,1008.69,2777.93,760.55
1755.54,1028.03,2783.57,727.51
1744.26,1032.06,2776.32,712.2
1734.59,1052.2,2786.79,682.39
1730.57,1054.61,2785.18,675.96
1715.26,1057.03,2772.29,658.23
1699.15,1063.48,2762.63,635.67
1712.04,1069.92,2781.96,642.12
1699.15,1069.92,2769.07,629.23
1698.34,1084.42,2782.76,613.92
1686.25,1094.09,2780.34,592.16
1678.2,1108.59,2786.79,569.61
1674.98,1115.04,2790.02,559.94
1649.19,1131.15,2780.34,518.04
1647.58,1142.43,2790.01,505.15
1662.08,1140.01,2802.09,522.07
1642.75,1164.99,2807.74,477.76
1654.83,1171.44,2826.27,483.39
1645.17,1165.8,2810.97,479.37
1644.36,1185.94,2830.3,458.42
1619.38,1173.05,2792.43,446.33
1616.16,1181.91,2798.07,434.25
1623.41,1198.83,2822.24,424.58
1616.97,1216.55,2833.52,400.42
1616.97,1210.11,2827.08,406.86
1599.24,1211.72,2810.96,387.52
1609.72,1232.67,2842.39,377.05
1597.63,1226.22,2823.85,371.41
1610.52,1226.22,2836.74,384.3
1607.3,1233.47,2840.77,373.83
1585.55,1272.14,2857.69,313.41
1600.85,1258.45,2859.3,342.4
1587.96,1263.28,2851.24,324.68
1578.3,1268.12,2846.42,310.18
1571.85,1268.12,2839.97,303.73
1572.66,1258.45,2831.11,314.21
1562.99,1277.78,2840.77,285.21
1563.79,1280.2,2843.99,283.59
1559.77,1270.53,2830.3,289.24
1558.96,1285.84,2844.8,273.12
1559.77,1288.26,2848.03,271.51
1546.07,1291.48,2837.55,254.59
1542.85,1289.06,2831.91,253.79
1534.79,1300.34,2835.13,234.45
1535.6,1312.43,2848.03,223.17
1505.79,1323.71,2829.5,182.08
1482.42,1406.69,2889.11,75.73
1430.86,1473.56,2904.42,-42.7
1365.6,1497.73,2863.33,-132.13
1324.51,1526.73,2851.24,-202.22
1259.25,1641.14,2900.39,-381.89
1145.65,1774.88,2920.53,-629.23
1044.95,1858.67,2903.62,-813.72
1011.91,1894.12,2906.03,-882.21
990.97,1902.17,2893.14,-911.2
999.83,1905.4,2905.23,-905.57
1003.05,1902.17,2905.22,-899.12
1018.36,1902.17,2920.53,-883.81
1038.5,1853.83,2892.33,-815.33
1061.87,1855.44,2917.31,-793.57
1062.67,1847.39,2910.06,-784.72
1052.2,1857.06,2909.26,-804.86
1048.17,1855.44,2903.61,-807.27
1093.29,1834.5,2927.79,-741.21
1138.4,1808.72,2947.12,-670.32
1327.73,1728.15,3055.88,-400.42
1475.17,1612.13,3087.3,-136.96
1590.38,1405.88,2996.26,184.5
1599.24,1236.69,2835.93,362.55
1600.85,1134.38,2735.23,466.47
1590.38,1132.76,2723.14,457.62
1564.6,1108.59,2673.19,456.01
1546.88,1090.06,2636.94,456.82
1522.71,1095.7,2618.41,427.01
1513.04,1104.57,2617.61,408.47
1533.18,1124.71,2657.89,408.47
1513.84,1117.46,2631.3,396.38
1506.59,1118.26,2624.85,388.33
1508.2,1140.01,2648.21,368.19
1520.29,1194.8,2715.09,325.49
1554.93,1426.83,2981.76,128.1
1451,1723.32,3174.32,-272.32
1320.48,1844.97,3165.45,-524.49
1193.99,1871.56,3065.55,-677.57
1121.48,1893.31,3014.79,-771.83
1089.26,1890.09,2979.35,-800.83
1079.59,1861.89,2941.48,-782.3
1099.73,1840.14,2939.87,-740.41
1108.59,1824.83,2933.42,-716.24
1108.59,1817.58,2926.17,-708.99
1111.01,1813.55,2924.56,-702.54
1147.27,1803.88,2951.15,-656.61
1148.88,1790.99,2939.87,-642.11
1106.98,1783.74,2890.72,-676.76
